CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO_CIUDAD,SERVICIO,AEREO PROPUESTO,TERRESTRE PROPUESTO,OBSERVACION,tiempo_24,tiempo_72,tiempo_72_mas
20609,ANCASH,CARHUAZ,SHILLA,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
22007,ANCASH,YUNGAY,SHUPLUY,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
21910,ANCASH,SIHUAS,SICSIBAMBA,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
21901,ANCASH,SIHUAS,SIHUAS,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
20205,ANCASH,AIJA,SUCCHA,PEANC,DIST. NACIONAL,-,6,ALEJADO,,,x
21709,ANCASH,RECUAY,TAPACOCHA,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
20112,ANCASH,HUARAZ,TARICA,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
21511,ANCASH,PALLASCA,TAUCA,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
21710,ANCASH,RECUAY,TICAPAMPA,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
20515,ANCASH,BOLOGNESI,TICLLOS,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
20610,ANCASH,CARHUAZ,TINCO,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
21016,ANCASH,HUARI,UCO ,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
20906,ANCASH,CORONGO,YANAC ,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
22008,ANCASH,YUNGAY,YANAMA,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
20804,ANCASH,CASMA,YAUTAN,PECHM,DIST. NACIONAL,-,2,ALEJADO,,x,
20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
20611,ANCASH,CARHUAZ,YUNGAR,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
22001,ANCASH,YUNGAY,YUNGAY,PEHRZ,DIST. NACIONAL,-,2,ALEJADO,,x,
20907,ANCASH,CORONGO,YUPAN,PEANC,DIST. NACIONAL,-,3,ALEJADO,,x,
21210,ANCASH,HUAYLAS,YURACMARCA,PEANC,DIST. NACIONAL,-,2,ALEJADO,,x,
30101,APURIMAC,ABANCAY,ABANCAY,PEABA,DIST. NACIONAL,-,2,URBANO,,x,
30602,APURIMAC,CHINCHEROS,ANCO_HUALLO,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,PEAND,DIST. NACIONAL,-,2,URBANO,,x,
30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30301,APURIMAC,ANTABAMBA,ANTABAMBA,PEABA,DIST. NACIONAL,-,6,ALEJADO,,,x
30402,APURIMAC,AYMARAES,CAPAYA,PEAPU,DIST. NACIONAL,-,6,ALEJADO,,,x
30403,APURIMAC,AYMARAES,CARAYBAMBA,PEAPU,DIST. NACIONAL,-,6,ALEJADO,,,x
30102,APURIMAC,ABANCAY,CHACOCHE,PEABA,DIST. NACIONAL,-,5,ALEJADO,,,x
30401,APURIMAC,AYMARAES,CHALHUANCA,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,PEAPU,DIST. NACIONAL,3,7,ALEJADO,,x,
30404,APURIMAC,AYMARAES,CHAPIMARCA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30203,APURIMAC,ANDAHUAYLAS,CHIARA,PEAND,DIST. NACIONAL,-,4,ALEJADO,,,x
30601,APURIMAC,CHINCHEROS,CHINCHEROS,PEAND,DIST. NACIONAL,-,5,ALEJADO,,,x
30701,APURIMAC,GRAU,CHUQUIBAMBILLA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30103,APURIMAC,ABANCAY,CIRCA,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30603,APURIMAC,CHINCHEROS,COCHARCAS,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30405,APURIMAC,AYMARAES,COLCABAMBA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30502,APURIMAC,COTABAMBAS,COTABAMBAS,PEABA,DIST. NACIONAL,3,5,ALEJADO,,x,
30406,APURIMAC,AYMARAES,COTARUSE,PEAPU,DIST. NACIONAL,-,6,ALEJADO,,,x
30503,APURIMAC,COTABAMBAS,COYLLURQUI,PEAPU,DIST. NACIONAL,3,7,ALEJADO,,x,
30104,APURIMAC,ABANCAY,CURAHUASI,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30714,APURIMAC,GRAU,CURASCO,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30702,APURIMAC,GRAU,CURPAHUASI,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30302,APURIMAC,ANTABAMBA,EL ORO,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30703,APURIMAC,GRAU,GAMARRA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30504,APURIMAC,COTABAMBAS,HAQUIRA,PEAPU,DIST. NACIONAL,3,7,ALEJADO,,x,
30604,APURIMAC,CHINCHEROS,HUACCANA,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,PEABA,DIST. NACIONAL,-,3,ALEJADO,,x,
30205,APURIMAC,ANDAHUAYLAS,HUANCARAY,PEAND,DIST. NACIONAL,-,4,ALEJADO,,,x
30105,APURIMAC,ABANCAY,HUANIPACA,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30303,APURIMAC,ANTABAMBA,HUAQUIRCA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30206,APURIMAC,ANDAHUAYLAS,HUAYANA,PEAND,DIST. NACIONAL,-,4,ALEJADO,,,x
30704,APURIMAC,GRAU,HUAYLLATI,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30407,APURIMAC,AYMARAES,HUAYLLO,PEAPU,DIST. NACIONAL,-,6,ALEJADO,,,x
30304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO ,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30408,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30219,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30207,APURIMAC,ANDAHUAYLAS,KISHUARA,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30106,APURIMAC,ABANCAY,LAMBRAMA,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30409,APURIMAC,AYMARAES,LUCRE,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30705,APURIMAC,GRAU,MAMARA,PEABA,DIST. NACIONAL,-,7,ALEJADO,,,x
30505,APURIMAC,COTABAMBAS,MARA,PEAPU,DIST. NACIONAL,3,7,ALEJADO,,x,
30706,APURIMAC,GRAU,MICAELA BASTIDAS,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30605,APURIMAC,CHINCHEROS,OCOBAMBA,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30606,APURIMAC,CHINCHEROS,ONGOY,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30305,APURIMAC,ANTABAMBA,OROPESA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30306,APURIMAC,ANTABAMBA,PACHACONAS,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30209,APURIMAC,ANDAHUAYLAS,PACUCHA,PEAND,DIST. NACIONAL,-,2,ALEJADO,,x,
30210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,PEAND,DIST. NACIONAL,-,4,ALEJADO,,,x
30707,APURIMAC,GRAU,PATAYPAMPA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30107,APURIMAC,ABANCAY,PICHIRHUA,PEABA,DIST. NACIONAL,-,5,ALEJADO,,,x
30410,APURIMAC,AYMARAES,POCOHUANCA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30211,APURIMAC,ANDAHUAYLAS,POMACOCHA,PEAND,DIST. NACIONAL,-,4,ALEJADO,,,x
30708,APURIMAC,GRAU,PROGRESO,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30608,APURIMAC,CHINCHEROS,RANRACANCHA,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30307,APURIMAC,ANTABAMBA,SABAINO,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30709,APURIMAC,GRAU,SAN ANTONIO ,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,PEAND,DIST. NACIONAL,-,6,ALEJADO,,,x
30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO ,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30411,APURIMAC,AYMARAES,SAN JUAN DE CHAC‹A,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA ,PEAPU,DIST. NACIONAL,-,5,ALEJADO,,,x
30215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,PEAND,DIST. NACIONAL,-,2,ALEJADO,,x,
30710,APURIMAC,GRAU,SANTA ROSA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30412,APURIMAC,AYMARAES,SA‹AYCA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30413,APURIMAC,AYMARAES,SORAYA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30216,APURIMAC,ANDAHUAYLAS,TALAVERA,PEAND,DIST. NACIONAL,-,2,ALEJADO,,x,
30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,PEAPU,DIST. NACIONAL,3,7,ALEJADO,,x,
30109,APURIMAC,ABANCAY,TAMBURCO,PEAPU,DIST. NACIONAL,-,3,URBANO,,x,
30414,APURIMAC,AYMARAES,TAPAIRIHUA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30415,APURIMAC,AYMARAES,TINTAY,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30416,APURIMAC,AYMARAES,TORAYA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,PEAND,DIST. NACIONAL,-,5,ALEJADO,,,x
30711,APURIMAC,GRAU,TURPAY,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30218,APURIMAC,ANDAHUAYLAS,TURPO ,PEAND,DIST. NACIONAL,-,3,ALEJADO,,x,
30607,APURIMAC,CHINCHEROS,URANMARCA,PEAND,DIST. NACIONAL,-,7,ALEJADO,,,x
30712,APURIMAC,GRAU,VILCABAMBA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30713,APURIMAC,GRAU,VIRUNDO,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
30417,APURIMAC,AYMARAES,YANACA,PEAPU,DIST. NACIONAL,-,7,ALEJADO,,,x
40302,AREQUIPA,CARAVELI,ACARI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40502,AREQUIPA,CAYLLOMA,ACHOMA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40802,AREQUIPA,LA UNION,ALCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,PEAQP,DIST. NACIONAL,1,2,URBANO,x,x,
40402,AREQUIPA,CASTILLA,ANDAGUA ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40602,AREQUIPA,CONDESUYOS,ANDARAY,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40401,AREQUIPA,CASTILLA,APLAO ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40101,AREQUIPA,AREQUIPA,AREQUIPA,PEAQP,DIST. NACIONAL,1,2,URBANO,x,x,
40303,AREQUIPA,CARAVELI,ATICO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40304,AREQUIPA,CARAVELI,ATIQUIPA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40403,AREQUIPA,CASTILLA,AYO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40305,AREQUIPA,CARAVELI,BELLA UNION,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40503,AREQUIPA,CAYLLOMA,CABANACONDE,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40306,AREQUIPA,CARAVELI,CAHUACHO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40504,AREQUIPA,CAYLLOMA,CALLALLI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40201,AREQUIPA,CAMANA,CAMANA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40301,AREQUIPA,CARAVELI,CARAVELI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40603,AREQUIPA,CONDESUYOS,CAYARANI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40505,AREQUIPA,CAYLLOMA,CAYLLOMA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40103,AREQUIPA,AREQUIPA,CAYMA,PEAQP,DIST. NACIONAL,2,3,URBANO,,x,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,PEAQP,DIST. NACIONAL,1,2,URBANO,x,x,
40404,AREQUIPA,CASTILLA,CHACHAS,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40307,AREQUIPA,CARAVELI,CHALA ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40308,AREQUIPA,CARAVELI,CHAPARRA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40105,AREQUIPA,AREQUIPA,CHARACATO,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40803,AREQUIPA,LA UNION,CHARCANA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40604,AREQUIPA,CONDESUYOS,CHICHAS,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40106,AREQUIPA,AREQUIPA,CHIGUATA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40405,AREQUIPA,CASTILLA,CHILCAYMARCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40501,AREQUIPA,CAYLLOMA,CHIVAY,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40406,AREQUIPA,CASTILLA,CHOCO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40702,AREQUIPA,ISLAY,COCACHACRA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40506,AREQUIPA,CAYLLOMA,COPORAQUE,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40801,AREQUIPA,LA UNION,COTAHUASI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40703,AREQUIPA,ISLAY,DEAN VALDIVIA ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40507,AREQUIPA,CAYLLOMA,HUAMBO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40508,AREQUIPA,CAYLLOMA,HUANCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40407,AREQUIPA,CASTILLA,HUANCARQUI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40309,AREQUIPA,CARAVELI,HUANUHUANU,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40804,AREQUIPA,LA UNION,HUAYNACOTAS,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40509,AREQUIPA,CAYLLOMA,ICHUPAMPA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40605,AREQUIPA,CONDESUYOS,IRAY,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40704,AREQUIPA,ISLAY,ISLAY ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,PEAQP,DIST. NACIONAL,2,3,URBANO,,x,
40310,AREQUIPA,CARAVELI,JAQUI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PEAQP,DIST. NACIONAL,1,2,URBANO,x,x,
40202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40108,AREQUIPA,AREQUIPA,LA JOYA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40510,AREQUIPA,CAYLLOMA,LARI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40511,AREQUIPA,CAYLLOMA,LLUTA ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40311,AREQUIPA,CARAVELI,LOMAS ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40512,AREQUIPA,CAYLLOMA,MACA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40408,AREQUIPA,CASTILLA,MACHAGUAY,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40513,AREQUIPA,CAYLLOMA,MADRIGAL ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40520,AREQUIPA,CAYLLOMA,MAJES,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,PEAQP,DIST. NACIONAL,1,2,URBANO,x,x,
40203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40204,AREQUIPA,CAMANA,MARISCAL CACERES ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40705,AREQUIPA,ISLAY,MEJIA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40701,AREQUIPA,ISLAY,MOLLENDO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40206,AREQUIPA,CAMANA,OCO‹A,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40409,AREQUIPA,CASTILLA,ORCOPAMPA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40410,AREQUIPA,CASTILLA,PAMPACOLCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40805,AREQUIPA,LA UNION,PAMPAMARCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40112,AREQUIPA,AREQUIPA,PAUCARPATA,PEAQP,DIST. NACIONAL,2,3,URBANO,,x,
40113,AREQUIPA,AREQUIPA,POCSI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40114,AREQUIPA,AREQUIPA,POLOBAYA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40806,AREQUIPA,LA UNION,PUYCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40807,AREQUIPA,LA UNION,QUECHUALLA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40115,AREQUIPA,AREQUIPA,QUEQUE‹A,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40312,AREQUIPA,CARAVELI,QUICACHA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40207,AREQUIPA,CAMANA,QUILCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40606,AREQUIPA,CONDESUYOS,RIO GRANDE,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40116,AREQUIPA,AREQUIPA,SABANDIA ,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40117,AREQUIPA,AREQUIPA,SACHACA,PEAQP,DIST. NACIONAL,1,2,ALEJADO,x,x,
40607,AREQUIPA,CONDESUYOS,SALAMANCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40208,AREQUIPA,CAMANA,SAMUEL PASTOR ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS ,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40808,AREQUIPA,LA UNION,SAYLA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40515,AREQUIPA,CAYLLOMA,SIBAYO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40122,AREQUIPA,AREQUIPA,SOCABAYA,PEAQP,DIST. NACIONAL,2,3,URBANO,,x,
40516,AREQUIPA,CAYLLOMA,TAPAY,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40809,AREQUIPA,LA UNION,TAURIA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40123,AREQUIPA,AREQUIPA,TIABAYA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40411,AREQUIPA,CASTILLA,TIPAN,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40517,AREQUIPA,CAYLLOMA,TISCO ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40810,AREQUIPA,LA UNION,TOMEPAMPA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40811,AREQUIPA,LA UNION,TORO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40518,AREQUIPA,CAYLLOMA,TUTI ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40124,AREQUIPA,AREQUIPA,UCHUMAYO,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40412,AREQUIPA,CASTILLA,U‹ON,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40413,AREQUIPA,CASTILLA,URACA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40414,AREQUIPA,CASTILLA,VIRACO,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40125,AREQUIPA,AREQUIPA,VITOR ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40126,AREQUIPA,AREQUIPA,YANAHUARA,PEAQP,DIST. NACIONAL,1,2,ALEJADO,x,x,
40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40519,AREQUIPA,CAYLLOMA,YANQUE ,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40127,AREQUIPA,AREQUIPA,YARABAMBA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
40313,AREQUIPA,CARAVELI,YAUCA,PEAQP,DIST. NACIONAL,3,4,ALEJADO,,x,
40128,AREQUIPA,AREQUIPA,YURA,PEAQP,DIST. NACIONAL,2,3,ALEJADO,,x,
51102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50102,AYACUCHO,HUAMANGA,ACOCRO,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50103,AYACUCHO,HUAMANGA,ACOS VINCHOS,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50502,AYACUCHO,LA MAR,ANCO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51003,AYACUCHO,VICTOR FAJARDO,APONGO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50602,AYACUCHO,LUCANAS,AUCARA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50101,AYACUCHO,HUAMANGA,AYACUCHO,PEAYP,DIST. NACIONAL,-,2,ALEJADO,,x,
50402,AYACUCHO,HUANTA,AYAHUANCO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50503,AYACUCHO,LA MAR,AYNA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50902,AYACUCHO,SUCRE,BELEN,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50603,AYACUCHO,LUCANAS,CABANA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51005,AYACUCHO,VICTOR FAJARDO,CANARIA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50201,AYACUCHO,CANGALLO,CANGALLO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50302,AYACUCHO,HUANCA SANCOS,CARAPO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50104,AYACUCHO,HUAMANGA,CARMEN ALTO,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50604,AYACUCHO,LUCANAS,CARMEN SALCEDO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51006,AYACUCHO,VICTOR FAJARDO,CAYARA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50903,AYACUCHO,SUCRE,CHALCOS ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50605,AYACUCHO,LUCANAS,CHAVI‹A,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50105,AYACUCHO,HUAMANGA,CHIARA,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50504,AYACUCHO,LA MAR,CHILCAS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50904,AYACUCHO,SUCRE,CHILCAYOC,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50606,AYACUCHO,LUCANAS,CHIPAO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50702,AYACUCHO,PARINACOCHAS,CHUMPI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50505,AYACUCHO,LA MAR,CHUNGUI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
