CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO_CIUDAD,SERVICIO,AEREO PROPUESTO,TERRESTRE PROPUESTO,OBSERVACION,tiempo_24,tiempo_72,tiempo_72_mas
50202,AYACUCHO,CANGALLO,CHUSCHI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51007,AYACUCHO,VICTOR FAJARDO,COLCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50701,AYACUCHO,PARINACOCHAS,CORACORA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50703,AYACUCHO,PARINACOCHAS,CORONEL CASTA‹EDA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50905,AYACUCHO,SUCRE,HUACA‹A,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50607,AYACUCHO,LUCANAS,HUAC-HUAS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50403,AYACUCHO,HUANTA,HUAMANGUILLA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50401,AYACUCHO,HUANTA,HUANTA,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
51010,AYACUCHO,VICTOR FAJARDO,HUAYA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50404,AYACUCHO,HUANTA,IGUAIN,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
80907,AYACUCHO,LA CONVENCION,KIMBIRI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
80907,AYACUCHO,LA CONVENCION,KIMBIRI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50608,AYACUCHO,LUCANAS,LARAMATE,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50609,AYACUCHO,LUCANAS,LEONCIO PRADO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50610,AYACUCHO,LUCANAS,LLAUTA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50408,AYACUCHO,HUANTA,LLOCHEGUA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50611,AYACUCHO,LUCANAS,LUCANAS ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50506,AYACUCHO,LA MAR,LUIS CARRANZA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50405,AYACUCHO,HUANTA,LURICOCHA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50906,AYACUCHO,SUCRE,MORCOLLA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50612,AYACUCHO,LUCANAS,OCA‹A,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50106,AYACUCHO,HUAMANGA,OCROS,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50613,AYACUCHO,LUCANAS,OTOCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50704,AYACUCHO,PARINACOCHAS,PACAPAUSA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50107,AYACUCHO,HUAMANGA,PACAYCASA,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50907,AYACUCHO,SUCRE,PAICO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50205,AYACUCHO,CANGALLO,PARAS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
80910,AYACUCHO,LA CONVENCION,PICHARI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50705,AYACUCHO,PARINACOCHAS,PULLO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50601,AYACUCHO,LUCANAS,PUQUIO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50706,AYACUCHO,PARINACOCHAS,PUYUSCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50901,AYACUCHO,SUCRE,QUEROBAMBA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50108,AYACUCHO,HUAMANGA,QUINUA,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50614,AYACUCHO,LUCANAS,SAISA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50509,AYACUCHO,LA MAR,SAMUGARI,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50615,AYACUCHO,LUCANAS,SAN CRISTOBAL ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS ,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50616,AYACUCHO,LUCANAS,SAN JUAN ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA ,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50501,AYACUCHO,LA MAR,SAN MIGUEL,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50617,AYACUCHO,LUCANAS,SAN PEDRO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50301,AYACUCHO,HUANCA SANCOS,SANCOS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50619,AYACUCHO,LUCANAS,SANCOS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50621,AYACUCHO,LUCANAS,SANTA LUCIA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50507,AYACUCHO,LA MAR,SANTA ROSA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50406,AYACUCHO,HUANTA,SANTILLANA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51011,AYACUCHO,VICTOR FAJARDO,SARHUA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51107,AYACUCHO,VILCAS HUAMAN,SAURAMA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50407,AYACUCHO,HUANTA,SIVIA,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50112,AYACUCHO,HUAMANGA,SOCOS,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50911,AYACUCHO,SUCRE,SORAS  ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50113,AYACUCHO,HUAMANGA,TAMBILLO,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
50508,AYACUCHO,LA MAR,TAMBO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50206,AYACUCHO,CANGALLO,TOTOS,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS ,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
50114,AYACUCHO,HUAMANGA,VINCHOS ,PEAYP,DIST. NACIONAL,1,2,ALEJADO,x,x,
51108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,PEAYP,DIST. NACIONAL,2,3,ALEJADO,,x,
61302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60402,CAJAMARCA,CHOTA,ANGUIA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60102,CAJAMARCA,CAJAMARCA,ASUNCION,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60802,CAJAMARCA,JAEN,BELLAVISTA ,PEJAE,DIST. NACIONAL,-,2,ALEJADO,,x,
61102,CAJAMARCA,SAN MIGUEL,BOLIVAR ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60202,CAJAMARCA,CAJABAMBA,CACHACHI,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,PECJA,DIST. NACIONAL,1,2,URBANO,x,x,
60602,CAJAMARCA,CUTERVO,CALLAYUC,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
61103,CAJAMARCA,SAN MIGUEL,CALQUIS,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61303,CAJAMARCA,SANTA CRUZ,CATACHE,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61104,CAJAMARCA,SAN MIGUEL,CATILLUC,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60301,CAJAMARCA,CELENDIN,CELENDIN,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60403,CAJAMARCA,CHOTA,CHADIN ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60419,CAJAMARCA,CHOTA,CHALAMARCA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61002,CAJAMARCA,SAN MARCOS,CHANCAY,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61304,CAJAMARCA,SANTA CRUZ,CHANCAYBA‹OS,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60103,CAJAMARCA,CAJAMARCA,CHETILLA,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60404,CAJAMARCA,CHOTA,CHIGUIRIP,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60502,CAJAMARCA,CONTUMAZA,CHILETE,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60405,CAJAMARCA,CHOTA,CHIMBAN,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60902,CAJAMARCA,SAN IGNACIO,CHIRINOS ,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
60803,CAJAMARCA,JAEN,CHONTALI,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60406,CAJAMARCA,CHOTA,CHOROPAMPA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60603,CAJAMARCA,CUTERVO,CHOROS,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60401,CAJAMARCA,CHOTA,CHOTA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60702,CAJAMARCA,HUALGAYOC,CHUGUR,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60302,CAJAMARCA,CELENDIN,CHUMUCH,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60407,CAJAMARCA,CHOTA,COCHABAMBA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60804,CAJAMARCA,JAEN,COLASAY,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60408,CAJAMARCA,CHOTA,CONCHAN ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60501,CAJAMARCA,CONTUMAZA,CONTUMAZA,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60303,CAJAMARCA,CELENDIN,CORTEGANA ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60104,CAJAMARCA,CAJAMARCA,COSPAN ,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60604,CAJAMARCA,CUTERVO,CUJILLO,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60601,CAJAMARCA,CUTERVO,CUTERVO,PEJAE,DIST. NACIONAL,3,4,ALEJADO,,x,
61003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61105,CAJAMARCA,SAN MIGUEL,EL PRADO,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60105,CAJAMARCA,CAJAMARCA,ENCA‹ADA,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
61004,CAJAMARCA,SAN MARCOS,GREGORIO PITA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60805,CAJAMARCA,JAEN,HUABAL,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60703,CAJAMARCA,HUALGAYOC,HUALGAYOC ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60409,CAJAMARCA,CHOTA,HUAMBOS ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60903,CAJAMARCA,SAN IGNACIO,HUARANGO,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
60304,CAJAMARCA,CELENDIN,HUASMIN,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61005,CAJAMARCA,SAN MARCOS,ICHOCAN ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60801,CAJAMARCA,JAEN,JAEN,PEJAE,DIST. NACIONAL,-,2,URBANO,,x,
60106,CAJAMARCA,CAJAMARCA,JESUS ,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60306,CAJAMARCA,CELENDIN,JOSE GALVEZ ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60904,CAJAMARCA,SAN IGNACIO,LA COIPA ,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
61305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61106,CAJAMARCA,SAN MIGUEL,LA FLORIDA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60605,CAJAMARCA,CUTERVO,LA RAMADA,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60410,CAJAMARCA,CHOTA,LAJAS,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60806,CAJAMARCA,JAEN,LAS PIRIAS ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60107,CAJAMARCA,CAJAMARCA,LLACANORA ,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60411,CAJAMARCA,CHOTA,LLAMA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61107,CAJAMARCA,SAN MIGUEL,LLAPA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60108,CAJAMARCA,CAJAMARCA,LOS BA‹OS DEL INCA ,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60109,CAJAMARCA,CAJAMARCA,MAGDALENA,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60110,CAJAMARCA,CAJAMARCA,MATARA,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60412,CAJAMARCA,CHOTA,MIRACOSTA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
60111,CAJAMARCA,CAJAMARCA,NAMORA,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
61108,CAJAMARCA,SAN MIGUEL,NANCHOC,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61109,CAJAMARCA,SAN MIGUEL,NIEPOS,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60308,CAJAMARCA,CELENDIN,OXAMARCA ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60413,CAJAMARCA,CHOTA,PACCHA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60606,CAJAMARCA,CUTERVO,PIMPINGOS,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60414,CAJAMARCA,CHOTA,PION ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60807,CAJAMARCA,JAEN,POMAHUACA,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60808,CAJAMARCA,JAEN,PUCARA ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
61307,CAJAMARCA,SANTA CRUZ,PULAN,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60607,CAJAMARCA,CUTERVO,QUEROCOTILLO,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60415,CAJAMARCA,CHOTA,QUEROCOTO ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60809,CAJAMARCA,JAEN,SALLIQUE ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60505,CAJAMARCA,CONTUMAZA,SAN BENITO,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60810,CAJAMARCA,JAEN,SAN FELIPE ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
61110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PECJA,DIST. NACIONAL,-,3,ALEJADO,,x,
60906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES ,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
60811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60112,CAJAMARCA,CAJAMARCA,SAN JUAN ,PECJA,DIST. NACIONAL,2,3,ALEJADO,,x,
60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO ,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61203,CAJAMARCA,SAN PABLO,SAN LUIS ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61201,CAJAMARCA,SAN PABLO,SAN PABLO,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60611,CAJAMARCA,CUTERVO,SANTA CRUZ ,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60812,CAJAMARCA,JAEN,SANTA ROSA ,PEJAE,DIST. NACIONAL,-,3,ALEJADO,,x,
60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60613,CAJAMARCA,CUTERVO,SANTO TOMAS ,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
61308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61309,CAJAMARCA,SANTA CRUZ,SEXI,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60614,CAJAMARCA,CUTERVO,SOCOTA ,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
60309,CAJAMARCA,CELENDIN,SOROCHUCO,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60310,CAJAMARCA,CELENDIN,SUCRE,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60907,CAJAMARCA,SAN IGNACIO,TABACONAS ,PEJAE,DIST. NACIONAL,-,4,ALEJADO,,,x
60417,CAJAMARCA,CHOTA,TACABAMBA,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60507,CAJAMARCA,CONTUMAZA,TANTARICA,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
60418,CAJAMARCA,CHOTA,TOCMOCHE,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61112,CAJAMARCA,SAN MIGUEL,TONGOD,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA ,PEJAE,DIST. NACIONAL,4,5,ALEJADO,,,x
61204,CAJAMARCA,SAN PABLO,TUMBADEN ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
61113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA ,PECJA,DIST. NACIONAL,4,5,ALEJADO,,,x
60311,CAJAMARCA,CELENDIN,UTCO ,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61310,CAJAMARCA,SANTA CRUZ,UTICYACU,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
61311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,PECJA,DIST. NACIONAL,5,6,ALEJADO,,,x
60508,CAJAMARCA,CONTUMAZA,YONAN,PECJA,DIST. NACIONAL,3,4,ALEJADO,,x,
81002,CUSCO,PARURO,ACCHA,PECUZ,DIST. NACIONAL,5,7,ALEJADO,,,x
80201,CUSCO,ACOMAYO,ACOMAYO,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80202,CUSCO,ACOMAYO,ACOPIA,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80203,CUSCO,ACOMAYO,ACOS,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80808,CUSCO,ESPINAR,ALTO PICHIGUA,PECUZ,DIST. NACIONAL,6,7,ALEJADO,,,x
80302,CUSCO,ANTA,ANCAHUASI,PECUZ,DIST. NACIONAL,4,5,ALEJADO,,,x
81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS ,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80301,CUSCO,ANTA,ANTA,PECUZ,DIST. NACIONAL,3,4,ALEJADO,,x,
80303,CUSCO,ANTA,CACHIMAYO,PECUZ,DIST. NACIONAL,4,5,ALEJADO,,,x
81102,CUSCO,PAUCARTAMBO,CAICAY,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80401,CUSCO,CALCA,CALCA,PECUZ,DIST. NACIONAL,3,4,ALEJADO,,x,
81203,CUSCO,QUISPICANCHI,CAMANTI,PECUZ,DIST. NACIONAL,5,6,ALEJADO,,,x
80702,CUSCO,CHUMBIVILCAS,CAPACMARCA,PECUZ,DIST. NACIONAL,6,7,ALEJADO,,,x
81003,CUSCO,PARURO,CCAPI,PECUZ,DIST. NACIONAL,5,7,ALEJADO,,,x
