CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO_CIUDAD,SERVICIO,AEREO PROPUESTO,TERRESTRE PROPUESTO,A TRAVÉS DE,OBSERVACION
22006,ANCASH,YUNGAY,RANRAHIRCA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21013,ANCASH,HUARI,RAPAYAN,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21701,ANCASH,RECUAY,RECUAY,PEHRZ,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21807,ANCASH,SANTA,SAMANCO,PECHM,DIST. NACIONAL,-,2,LIM - CHM,ALEJADO
21408,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
21909,ANCASH,SIHUAS,SAN JUAN,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
21014,ANCASH,HUARI,SAN MARCOS,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
21409,ANCASH,OCROS,SAN PEDRO,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
21015,ANCASH,HUARI,SAN PEDRO DE CHANA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21808,ANCASH,SANTA,SANTA,PECHM,DIST. NACIONAL,-,2,LIM - CHM,ALEJADO
21208,ANCASH,HUAYLAS,SANTA CRUZ,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21510,ANCASH,PALLASCA,SANTA ROSA,PEANC,DIST. NACIONAL,-,3,LIM - AYP,ALEJADO
21410,ANCASH,OCROS,SANTIAGO DE CHILCAS,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
21209,ANCASH,HUAYLAS,SANTO TORIBIO,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20609,ANCASH,CARHUAZ,SHILLA,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
22007,ANCASH,YUNGAY,SHUPLUY,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21910,ANCASH,SIHUAS,SICSIBAMBA,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
21901,ANCASH,SIHUAS,SIHUAS,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
20205,ANCASH,AIJA,SUCCHA,PEANC,DIST. NACIONAL,-,6,LIM - CHM,ALEJADO
21709,ANCASH,RECUAY,TAPACOCHA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20112,ANCASH,HUARAZ,TARICA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
21511,ANCASH,PALLASCA,TAUCA,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
21710,ANCASH,RECUAY,TICAPAMPA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20515,ANCASH,BOLOGNESI,TICLLOS,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
20610,ANCASH,CARHUAZ,TINCO,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
21016,ANCASH,HUARI,UCO,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20906,ANCASH,CORONGO,YANAC,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
22008,ANCASH,YUNGAY,YANAMA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20804,ANCASH,CASMA,YAUTAN,PECHM,DIST. NACIONAL,-,2,LIM - CHM,ALEJADO
20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
20611,ANCASH,CARHUAZ,YUNGAR,PEANC,DIST. NACIONAL,-,3,LIM - HRZ,ALEJADO
22001,ANCASH,YUNGAY,YUNGAY,PEHRZ,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
20907,ANCASH,CORONGO,YUPAN,PEANC,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
21210,ANCASH,HUAYLAS,YURACMARCA,PEANC,DIST. NACIONAL,-,2,LIM - HRZ,ALEJADO
30101,APURIMAC,ABANCAY,ABANCAY,PEABA,DIST. NACIONAL,-,2,LIM - ABA,URBANO
30602,APURIMAC,CHINCHEROS,ANCO_HUALLO,PEAND,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,PEAND,DIST. NACIONAL,-,2,LIM - AND,URBANO
30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,PEAND,DIST. NACIONAL,-,3,LIM - AND,ALEJADO
30301,APURIMAC,ANTABAMBA,ANTABAMBA,PEABA,DIST. NACIONAL,-,6,LIM - AND,ALEJADO
30402,APURIMAC,AYMARAES,CAPAYA,PEAPU,DIST. NACIONAL,-,6,LIM - CUZ,ALEJADO
30403,APURIMAC,AYMARAES,CARAYBAMBA,PEAPU,DIST. NACIONAL,-,6,LIM - AQP,ALEJADO
30102,APURIMAC,ABANCAY,CHACOCHE,PEABA,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
30401,APURIMAC,AYMARAES,CHALHUANCA,PEAPU,DIST. NACIONAL,-,5,LIM - AYP,ALEJADO
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,PEAPU,DIST. NACIONAL,3,7,LIM - CUZ,ALEJADO
30404,APURIMAC,AYMARAES,CHAPIMARCA,PEAPU,DIST. NACIONAL,-,7,LIM - AQP,ALEJADO
30203,APURIMAC,ANDAHUAYLAS,CHIARA,PEAND,DIST. NACIONAL,-,4,LIM - JAE - CHA,ALEJADO
30601,APURIMAC,CHINCHEROS,CHINCHEROS,PEAND,DIST. NACIONAL,-,5,LIM - CUZ,ALEJADO
30701,APURIMAC,GRAU,CHUQUIBAMBILLA,PEAPU,DIST. NACIONAL,-,7,LIM - AQP,ALEJADO
30103,APURIMAC,ABANCAY,CIRCA,PEAPU,DIST. NACIONAL,-,5,LIM - AYP,ALEJADO
30603,APURIMAC,CHINCHEROS,COCHARCAS,PEAND,DIST. NACIONAL,-,7,LIM - CHM,ALEJADO
30405,APURIMAC,AYMARAES,COLCABAMBA,PEAPU,DIST. NACIONAL,-,7,LIM - HRZ,ALEJADO
30502,APURIMAC,COTABAMBAS,COTABAMBAS,PEABA,DIST. NACIONAL,3,5,LIM - CJA,ALEJADO
30406,APURIMAC,AYMARAES,COTARUSE,PEAPU,DIST. NACIONAL,-,6,LIM - HRZ,ALEJADO
30503,APURIMAC,COTABAMBAS,COYLLURQUI,PEAPU,DIST. NACIONAL,3,7,LIM - CUZ,ALEJADO
30104,APURIMAC,ABANCAY,CURAHUASI,PEAPU,DIST. NACIONAL,-,5,LIM - PIU,ALEJADO
30714,APURIMAC,GRAU,CURASCO,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30702,APURIMAC,GRAU,CURPAHUASI,PEAPU,DIST. NACIONAL,-,7,LIM - PCL,ALEJADO
30302,APURIMAC,ANTABAMBA,EL ORO,PEAPU,DIST. NACIONAL,-,7,LIM - JAE - BGR,ALEJADO
30703,APURIMAC,GRAU,GAMARRA,PEAPU,DIST. NACIONAL,-,7,LIM - PIU,ALEJADO
30504,APURIMAC,COTABAMBAS,HAQUIRA,PEAPU,DIST. NACIONAL,3,7,LIM - TPP,ALEJADO
30604,APURIMAC,CHINCHEROS,HUACCANA,PEAND,DIST. NACIONAL,-,7,LIM - HUU,ALEJADO
30204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,PEABA,DIST. NACIONAL,-,3,LIM - BAR,ALEJADO
30205,APURIMAC,ANDAHUAYLAS,HUANCARAY,PEAND,DIST. NACIONAL,-,4,LIM - CUZ,ALEJADO
30105,APURIMAC,ABANCAY,HUANIPACA,PEAPU,DIST. NACIONAL,-,5,LIM -CNT,ALEJADO
30303,APURIMAC,ANTABAMBA,HUAQUIRCA,PEAPU,DIST. NACIONAL,-,7,LIM - LIM,ALEJADO
30206,APURIMAC,ANDAHUAYLAS,HUAYANA,PEAND,DIST. NACIONAL,-,4,LIM - CHM,ALEJADO
30704,APURIMAC,GRAU,HUAYLLATI,PEAPU,DIST. NACIONAL,-,7,LIM - HRZ,ALEJADO
30407,APURIMAC,AYMARAES,HUAYLLO,PEAPU,DIST. NACIONAL,-,6,LIM - HNV,ALEJADO
30304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,PEAPU,DIST. NACIONAL,-,7,LIM - CJA,ALEJADO
30408,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,PEAPU,DIST. NACIONAL,-,7,LIM - CEP,ALEJADO
30219,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,PEAND,DIST. NACIONAL,-,3,LIM - ABA,ALEJADO
30207,APURIMAC,ANDAHUAYLAS,KISHUARA,PEAND,DIST. NACIONAL,-,3,LIM - AND,ALEJADO
30106,APURIMAC,ABANCAY,LAMBRAMA,PEAPU,DIST. NACIONAL,-,5,LIM - ABA,ALEJADO
30409,APURIMAC,AYMARAES,LUCRE,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30705,APURIMAC,GRAU,MAMARA,PEABA,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30505,APURIMAC,COTABAMBAS,MARA,PEAPU,DIST. NACIONAL,3,7,LIM - CUZ,ALEJADO
30706,APURIMAC,GRAU,MICAELA BASTIDAS,PEAPU,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30605,APURIMAC,CHINCHEROS,OCOBAMBA,PEAND,DIST. NACIONAL,-,7,LIM - AYP,ALEJADO
30606,APURIMAC,CHINCHEROS,ONGOY,PEAND,DIST. NACIONAL,-,7,LIM - TRU,ALEJADO
30305,APURIMAC,ANTABAMBA,OROPESA,PEAPU,DIST. NACIONAL,-,7,LIM - HYO,ALEJADO
30306,APURIMAC,ANTABAMBA,PACHACONAS,PEAPU,DIST. NACIONAL,-,7,LIM - HCH,ALEJADO
30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,PEAND,DIST. NACIONAL,-,3,LIM - CHM,ALEJADO
30209,APURIMAC,ANDAHUAYLAS,PACUCHA,PEAND,DIST. NACIONAL,-,2,LIM - CIX,ALEJADO
30210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,PEAND,DIST. NACIONAL,-,4,LIM - PCL,ALEJADO
30707,APURIMAC,GRAU,PATAYPAMPA,PEAPU,DIST. NACIONAL,-,7,LIM - CIX,ALEJADO
30107,APURIMAC,ABANCAY,PICHIRHUA,PEABA,DIST. NACIONAL,-,5,LIM - CUZ,ALEJADO
30410,APURIMAC,AYMARAES,POCOHUANCA,PEAPU,DIST. NACIONAL,-,7,LIM - JUL - PUN,ALEJADO
30211,APURIMAC,ANDAHUAYLAS,POMACOCHA,PEAND,DIST. NACIONAL,-,4,LIM - CUZ,ALEJADO
30708,APURIMAC,GRAU,PROGRESO,PEAPU,DIST. NACIONAL,-,7,LIM - LME,ALEJADO
30608,APURIMAC,CHINCHEROS,RANRACANCHA,PEAND,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30307,APURIMAC,ANTABAMBA,SABAINO,PEAPU,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30709,APURIMAC,GRAU,SAN ANTONIO,PEAPU,DIST. NACIONAL,-,7,LIM - LIM,ALEJADO
30212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,PEAND,DIST. NACIONAL,-,6,LIM - AND,ALEJADO
30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,PEAND,DIST. NACIONAL,-,3,LIM - CUZ,URBANO
30411,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,PEAND,DIST. NACIONAL,-,3,LIM - AND,ALEJADO
30108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,PEAPU,DIST. NACIONAL,-,5,LIM - ABA,ALEJADO
30215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,PEAND,DIST. NACIONAL,-,2,LIM - AND,ALEJADO
30710,APURIMAC,GRAU,SANTA ROSA,PEAPU,DIST. NACIONAL,-,7,LIM - JAE - CHA,ALEJADO
30412,APURIMAC,AYMARAES,SAÑAYCA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30413,APURIMAC,AYMARAES,SORAYA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30216,APURIMAC,ANDAHUAYLAS,TALAVERA,PEAND,DIST. NACIONAL,-,2,LIM - AND,ALEJADO
30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,PEAPU,DIST. NACIONAL,3,7,LIM - CUZ,ALEJADO
30109,APURIMAC,ABANCAY,TAMBURCO,PEAPU,DIST. NACIONAL,-,3,LIM - ABA,URBANO
30414,APURIMAC,AYMARAES,TAPAIRIHUA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30415,APURIMAC,AYMARAES,TINTAY,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30416,APURIMAC,AYMARAES,TORAYA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
30217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,PEAND,DIST. NACIONAL,-,5,LIM - AND,ALEJADO
30711,APURIMAC,GRAU,TURPAY,PEAPU,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30218,APURIMAC,ANDAHUAYLAS,TURPO,PEAND,DIST. NACIONAL,-,3,LIM - AND,ALEJADO
30607,APURIMAC,CHINCHEROS,URANMARCA,PEAND,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30712,APURIMAC,GRAU,VILCABAMBA,PEAPU,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30713,APURIMAC,GRAU,VIRUNDO,PEAPU,DIST. NACIONAL,-,7,LIM - AND,ALEJADO
30417,APURIMAC,AYMARAES,YANACA,PEAPU,DIST. NACIONAL,-,7,LIM - ABA,ALEJADO
40302,AREQUIPA,CARAVELI,ACARI,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40502,AREQUIPA,CAYLLOMA,ACHOMA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40802,AREQUIPA,LA UNION,ALCA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,PEAQP,DIST. NACIONAL,1,2,LIM - AQP,URBANO
40402,AREQUIPA,CASTILLA,ANDAGUA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40602,AREQUIPA,CONDESUYOS,ANDARAY,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40401,AREQUIPA,CASTILLA,APLAO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40101,AREQUIPA,AREQUIPA,AREQUIPA,PEAQP,DIST. NACIONAL,1,2,LIM - AQP,URBANO
40303,AREQUIPA,CARAVELI,ATICO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40304,AREQUIPA,CARAVELI,ATIQUIPA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40403,AREQUIPA,CASTILLA,AYO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40305,AREQUIPA,CARAVELI,BELLA UNION,PEAQP,DIST. NACIONAL,3,4,LIM - IQT,URBANO
40503,AREQUIPA,CAYLLOMA,CABANACONDE,PEAQP,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
40306,AREQUIPA,CARAVELI,CAHUACHO,PEAQP,DIST. NACIONAL,3,4,LIM - HUU,ALEJADO
40504,AREQUIPA,CAYLLOMA,CALLALLI,PEAQP,DIST. NACIONAL,3,4,LIM - LIM,ALEJADO
40201,AREQUIPA,CAMANA,CAMANA,PEAQP,DIST. NACIONAL,2,3,LIM - TPP,ALEJADO
40301,AREQUIPA,CARAVELI,CARAVELI,PEAQP,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
40603,AREQUIPA,CONDESUYOS,CAYARANI,PEAQP,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
40505,AREQUIPA,CAYLLOMA,CAYLLOMA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40103,AREQUIPA,AREQUIPA,CAYMA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,PEAQP,DIST. NACIONAL,1,2,LIM - CNT,ALEJADO
40404,AREQUIPA,CASTILLA,CHACHAS,PEAQP,DIST. NACIONAL,3,4,LIM - JAE - CHA,URBANO
40307,AREQUIPA,CARAVELI,CHALA,PEAQP,DIST. NACIONAL,3,4,LIM - HUU,ALEJADO
40308,AREQUIPA,CARAVELI,CHAPARRA,PEAQP,DIST. NACIONAL,3,4,LIM - TRU,ALEJADO
40105,AREQUIPA,AREQUIPA,CHARACATO,PEAQP,DIST. NACIONAL,2,3,LIM - ABA,ALEJADO
40803,AREQUIPA,LA UNION,CHARCANA,PEAQP,DIST. NACIONAL,3,4,LIM - TRU,ALEJADO
40604,AREQUIPA,CONDESUYOS,CHICHAS,PEAQP,DIST. NACIONAL,3,4,LIM - HYO,ALEJADO
40106,AREQUIPA,AREQUIPA,CHIGUATA,PEAQP,DIST. NACIONAL,2,3,LIM - CIX,URBANO
40405,AREQUIPA,CASTILLA,CHILCAYMARCA,PEAQP,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
40501,AREQUIPA,CAYLLOMA,CHIVAY,PEAQP,DIST. NACIONAL,3,4,LIM - JAE - BGR,ALEJADO
40406,AREQUIPA,CASTILLA,CHOCO,PEAQP,DIST. NACIONAL,3,4,LIM - CIX,ALEJADO
40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,PEAQP,DIST. NACIONAL,3,4,LIM - JAE - CHA,ALEJADO
40702,AREQUIPA,ISLAY,COCACHACRA,PEAQP,DIST. NACIONAL,3,4,LIM - JAE - CHA,ALEJADO
40506,AREQUIPA,CAYLLOMA,COPORAQUE,PEAQP,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
40801,AREQUIPA,LA UNION,COTAHUASI,PEAQP,DIST. NACIONAL,3,4,LIM - CUZ,ALEJADO
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,PEAQP,DIST. NACIONAL,3,4,LIM - HNV,ALEJADO
40507,AREQUIPA,CAYLLOMA,HUAMBO,PEAQP,DIST. NACIONAL,3,4,LIM - JAE - CHA,ALEJADO
40508,AREQUIPA,CAYLLOMA,HUANCA,PEAQP,DIST. NACIONAL,3,4,LIM -CNT,ALEJADO
40407,AREQUIPA,CASTILLA,HUANCARQUI,PEAQP,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
40309,AREQUIPA,CARAVELI,HUANUHUANU,PEAQP,DIST. NACIONAL,3,4,LIM - HUU,URBANO
40804,AREQUIPA,LA UNION,HUAYNACOTAS,PEAQP,DIST. NACIONAL,3,4,LIM - ABA,ALEJADO
40509,AREQUIPA,CAYLLOMA,ICHUPAMPA,PEAQP,DIST. NACIONAL,3,4,LIM - TCQ - MQG,ALEJADO
40605,AREQUIPA,CONDESUYOS,IRAY,PEAQP,DIST. NACIONAL,3,4,LIM - IQT,URBANO
40704,AREQUIPA,ISLAY,ISLAY,PEAQP,DIST. NACIONAL,3,4,LIM - PCL,ALEJADO
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,PEAQP,DIST. NACIONAL,2,3,LIM - HUU,ALEJADO
40310,AREQUIPA,CARAVELI,JAQUI,PEAQP,DIST. NACIONAL,3,4,LIM - HYO,ALEJADO
40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PEAQP,DIST. NACIONAL,1,2,LIM - CIX,URBANO
40202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,PEAQP,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
40108,AREQUIPA,AREQUIPA,LA JOYA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40510,AREQUIPA,CAYLLOMA,LARI,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40511,AREQUIPA,CAYLLOMA,LLUTA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40311,AREQUIPA,CARAVELI,LOMAS,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40512,AREQUIPA,CAYLLOMA,MACA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40408,AREQUIPA,CASTILLA,MACHAGUAY,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40513,AREQUIPA,CAYLLOMA,MADRIGAL,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40520,AREQUIPA,CAYLLOMA,MAJES,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,PEAQP,DIST. NACIONAL,1,2,LIM - AQP,URBANO
40203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40204,AREQUIPA,CAMANA,MARISCAL CACERES,PEAQP,DIST. NACIONAL,3,4,LIM - HNV,ALEJADO
40705,AREQUIPA,ISLAY,MEJIA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,PEAQP,DIST. NACIONAL,2,3,LIM - TRU,ALEJADO
40701,AREQUIPA,ISLAY,MOLLENDO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,PEAQP,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
40206,AREQUIPA,CAMANA,OCOÑA,PEAQP,DIST. NACIONAL,3,4,LIM - CUZ,ALEJADO
40409,AREQUIPA,CASTILLA,ORCOPAMPA,PEAQP,DIST. NACIONAL,3,4,LIM - AND,ALEJADO
40410,AREQUIPA,CASTILLA,PAMPACOLCA,PEAQP,DIST. NACIONAL,3,4,LIM - AND,ALEJADO
40805,AREQUIPA,LA UNION,PAMPAMARCA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,PEAQP,DIST. NACIONAL,2,3,LIM - JUL - PUN,ALEJADO
40113,AREQUIPA,AREQUIPA,POCSI,PEAQP,DIST. NACIONAL,3,4,LIM - TCQ,URBANO
40114,AREQUIPA,AREQUIPA,POLOBAYA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,PEAQP,DIST. NACIONAL,3,4,LIM - JUL - PUN,URBANO
40806,AREQUIPA,LA UNION,PUYCA,PEAQP,DIST. NACIONAL,3,4,LIM - IQT,ALEJADO
40807,AREQUIPA,LA UNION,QUECHUALLA,PEAQP,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
40115,AREQUIPA,AREQUIPA,QUEQUEÑA,PEAQP,DIST. NACIONAL,2,3,LIM - CUZ,ALEJADO
40312,AREQUIPA,CARAVELI,QUICACHA,PEAQP,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
40207,AREQUIPA,CAMANA,QUILCA,PEAQP,DIST. NACIONAL,3,4,LIM - TCQ,ALEJADO
40606,AREQUIPA,CONDESUYOS,RIO GRANDE,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40116,AREQUIPA,AREQUIPA,SABANDIA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40117,AREQUIPA,AREQUIPA,SACHACA,PEAQP,DIST. NACIONAL,1,2,LIM - AQP,ALEJADO
40607,AREQUIPA,CONDESUYOS,SALAMANCA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40208,AREQUIPA,CAMANA,SAMUEL PASTOR,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40808,AREQUIPA,LA UNION,SAYLA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40515,AREQUIPA,CAYLLOMA,SIBAYO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40122,AREQUIPA,AREQUIPA,SOCABAYA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,URBANO
40516,AREQUIPA,CAYLLOMA,TAPAY,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40809,AREQUIPA,LA UNION,TAURIA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40123,AREQUIPA,AREQUIPA,TIABAYA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40411,AREQUIPA,CASTILLA,TIPAN,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40517,AREQUIPA,CAYLLOMA,TISCO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40810,AREQUIPA,LA UNION,TOMEPAMPA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40811,AREQUIPA,LA UNION,TORO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40518,AREQUIPA,CAYLLOMA,TUTI,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40124,AREQUIPA,AREQUIPA,UCHUMAYO,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40412,AREQUIPA,CASTILLA,UÑON,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40413,AREQUIPA,CASTILLA,URACA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40414,AREQUIPA,CASTILLA,VIRACO,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40125,AREQUIPA,AREQUIPA,VITOR,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
