CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO_CIUDAD,SERVICIO,AEREO PROPUESTO,TERRESTRE PROPUESTO,A TRAVÉS DE,OBSERVACION
40126,AREQUIPA,AREQUIPA,YANAHUARA,PEAQP,DIST. NACIONAL,1,2,LIM - AQP,ALEJADO
40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40519,AREQUIPA,CAYLLOMA,YANQUE,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40127,AREQUIPA,AREQUIPA,YARABAMBA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
40313,AREQUIPA,CARAVELI,YAUCA,PEAQP,DIST. NACIONAL,3,4,LIM - AQP,ALEJADO
40128,AREQUIPA,AREQUIPA,YURA,PEAQP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
51102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50102,AYACUCHO,HUAMANGA,ACOCRO,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
50103,AYACUCHO,HUAMANGA,ACOS VINCHOS,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50502,AYACUCHO,LA MAR,ANCO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51003,AYACUCHO,VICTOR FAJARDO,APONGO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50602,AYACUCHO,LUCANAS,AUCARA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50101,AYACUCHO,HUAMANGA,AYACUCHO,PEAYP,DIST. NACIONAL,-,2,LIM - AYP,URBANO
50402,AYACUCHO,HUANTA,AYAHUANCO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50503,AYACUCHO,LA MAR,AYNA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50902,AYACUCHO,SUCRE,BELEN,PEAYP,DIST. NACIONAL,2,3,LIM - TPP,ALEJADO
50603,AYACUCHO,LUCANAS,CABANA,PEAYP,DIST. NACIONAL,2,3,LIM - CHM,ALEJADO
51005,AYACUCHO,VICTOR FAJARDO,CANARIA,PEAYP,DIST. NACIONAL,2,3,LIM - PCL,ALEJADO
50201,AYACUCHO,CANGALLO,CANGALLO,PEAYP,DIST. NACIONAL,2,3,LIM - TCQ,ALEJADO
50302,AYACUCHO,HUANCA SANCOS,CARAPO,PEAYP,DIST. NACIONAL,2,3,LIM -CNT,ALEJADO
51103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,PEAYP,DIST. NACIONAL,2,3,LIM - CEP,ALEJADO
50104,AYACUCHO,HUAMANGA,CARMEN ALTO,PEAYP,DIST. NACIONAL,1,2,LIM - HRZ,ALEJADO
50604,AYACUCHO,LUCANAS,CARMEN SALCEDO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,URBANO
51006,AYACUCHO,VICTOR FAJARDO,CAYARA,PEAYP,DIST. NACIONAL,2,3,LIM - CIX,ALEJADO
50903,AYACUCHO,SUCRE,CHALCOS,PEAYP,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
50605,AYACUCHO,LUCANAS,CHAVIÑA,PEAYP,DIST. NACIONAL,2,3,LIM - HUU,ALEJADO
50105,AYACUCHO,HUAMANGA,CHIARA,PEAYP,DIST. NACIONAL,1,2,LIM - AND,ALEJADO
50504,AYACUCHO,LA MAR,CHILCAS,PEAYP,DIST. NACIONAL,2,3,LIM - CNT,ALEJADO
50904,AYACUCHO,SUCRE,CHILCAYOC,PEAYP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
50606,AYACUCHO,LUCANAS,CHIPAO,PEAYP,DIST. NACIONAL,2,3,LIM - HRZ,ALEJADO
50702,AYACUCHO,PARINACOCHAS,CHUMPI,PEAYP,DIST. NACIONAL,2,3,LIM - PIU,ALEJADO
50505,AYACUCHO,LA MAR,CHUNGUI,PEAYP,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
50202,AYACUCHO,CANGALLO,CHUSCHI,PEAYP,DIST. NACIONAL,2,3,LIM - JAE - BGR,ALEJADO
51007,AYACUCHO,VICTOR FAJARDO,COLCA,PEAYP,DIST. NACIONAL,2,3,LIM - JAE,ALEJADO
50802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,PEAYP,DIST. NACIONAL,2,3,LIM - CHM,ALEJADO
51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,PEAYP,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
50701,AYACUCHO,PARINACOCHAS,CORACORA,PEAYP,DIST. NACIONAL,2,3,LIM - CUZ,ALEJADO
50803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,PEAYP,DIST. NACIONAL,2,3,LIM - JUL,ALEJADO
50703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,PEAYP,DIST. NACIONAL,2,3,LIM - CHM,ALEJADO
50905,AYACUCHO,SUCRE,HUACAÑA,PEAYP,DIST. NACIONAL,2,3,LIM - HRZ,ALEJADO
50607,AYACUCHO,LUCANAS,HUAC-HUAS,PEAYP,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
50403,AYACUCHO,HUANTA,HUAMANGUILLA,PEAYP,DIST. NACIONAL,2,3,LIM - HYO,ALEJADO
51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,PEAYP,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,PEAYP,DIST. NACIONAL,2,3,LIM - PSC,ALEJADO
51009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,PEAYP,DIST. NACIONAL,2,3,LIM - AND,ALEJADO
50401,AYACUCHO,HUANTA,HUANTA,PEAYP,DIST. NACIONAL,1,2,LIM - CUZ,ALEJADO
51010,AYACUCHO,VICTOR FAJARDO,HUAYA,PEAYP,DIST. NACIONAL,2,3,LIM - HCH,ALEJADO
50404,AYACUCHO,HUANTA,IGUAIN,PEAYP,DIST. NACIONAL,2,3,LIM - PIU - SLL,ALEJADO
51106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,PEAYP,DIST. NACIONAL,2,3,LIM - HRZ,URBANO
50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,PEAYP,DIST. NACIONAL,1,2,LIM - HUU,ALEJADO
80907,AYACUCHO,LA CONVENCION,KIMBIRI,PEAYP,DIST. NACIONAL,2,3,LIM - JUL,ALEJADO
80907,AYACUCHO,LA CONVENCION,KIMBIRI,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50608,AYACUCHO,LUCANAS,LARAMATE,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50609,AYACUCHO,LUCANAS,LEONCIO PRADO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50610,AYACUCHO,LUCANAS,LLAUTA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50408,AYACUCHO,HUANTA,LLOCHEGUA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50611,AYACUCHO,LUCANAS,LUCANAS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50506,AYACUCHO,LA MAR,LUIS CARRANZA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50405,AYACUCHO,HUANTA,LURICOCHA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50906,AYACUCHO,SUCRE,MORCOLLA,PEAYP,DIST. NACIONAL,2,3,LIM - TPP,URBANO
50612,AYACUCHO,LUCANAS,OCAÑA,PEAYP,DIST. NACIONAL,2,3,LIM - JAE - CHA,ALEJADO
50106,AYACUCHO,HUAMANGA,OCROS,PEAYP,DIST. NACIONAL,1,2,LIM - CHM,ALEJADO
50613,AYACUCHO,LUCANAS,OTOCA,PEAYP,DIST. NACIONAL,2,3,LIM - JUL,ALEJADO
50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,PEAYP,DIST. NACIONAL,2,3,LIM - LME,ALEJADO
50704,AYACUCHO,PARINACOCHAS,PACAPAUSA,PEAYP,DIST. NACIONAL,2,3,LIM - TRU,ALEJADO
50107,AYACUCHO,HUAMANGA,PACAYCASA,PEAYP,DIST. NACIONAL,1,2,LIM - TRU,ALEJADO
50907,AYACUCHO,SUCRE,PAICO,PEAYP,DIST. NACIONAL,2,3,LIM - PCL,ALEJADO
50807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,PEAYP,DIST. NACIONAL,2,3,LIM - TRU,ALEJADO
50205,AYACUCHO,CANGALLO,PARAS,PEAYP,DIST. NACIONAL,2,3,LIM - HRZ,ALEJADO
50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PEAYP,DIST. NACIONAL,2,3,LIM - HRZ,ALEJADO
80910,AYACUCHO,LA CONVENCION,PICHARI,PEAYP,DIST. NACIONAL,2,3,LIM - LME,ALEJADO
50705,AYACUCHO,PARINACOCHAS,PULLO,PEAYP,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
50601,AYACUCHO,LUCANAS,PUQUIO,PEAYP,DIST. NACIONAL,2,3,LIM - TCQ - MQG,ALEJADO
50706,AYACUCHO,PARINACOCHAS,PUYUSCA,PEAYP,DIST. NACIONAL,2,3,LIM - AQP,ALEJADO
50901,AYACUCHO,SUCRE,QUEROBAMBA,PEAYP,DIST. NACIONAL,2,3,LIM - PIU - SLL,ALEJADO
50108,AYACUCHO,HUAMANGA,QUINUA,PEAYP,DIST. NACIONAL,1,2,LIM -CNT,ALEJADO
50303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50614,AYACUCHO,LUCANAS,SAISA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50509,AYACUCHO,LA MAR,SAMUGARI,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50615,AYACUCHO,LUCANAS,SAN CRISTOBAL,PEAYP,DIST. NACIONAL,2,3,LIM - TPP,ALEJADO
50707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
50809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50616,AYACUCHO,LUCANAS,SAN JUAN,PEAYP,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,PEAYP,DIST. NACIONAL,1,2,LIM - ICA,ALEJADO
50501,AYACUCHO,LA MAR,SAN MIGUEL,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50617,AYACUCHO,LUCANAS,SAN PEDRO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50301,AYACUCHO,HUANCA SANCOS,SANCOS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50619,AYACUCHO,LUCANAS,SANCOS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50621,AYACUCHO,LUCANAS,SANTA LUCIA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50507,AYACUCHO,LA MAR,SANTA ROSA,PEAYP,DIST. NACIONAL,2,3,LIM - JAE,ALEJADO
50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
50406,AYACUCHO,HUANTA,SANTILLANA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51011,AYACUCHO,VICTOR FAJARDO,SARHUA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51107,AYACUCHO,VILCAS HUAMAN,SAURAMA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50407,AYACUCHO,HUANTA,SIVIA,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50112,AYACUCHO,HUAMANGA,SOCOS,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
50911,AYACUCHO,SUCRE,SORAS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50113,AYACUCHO,HUAMANGA,TAMBILLO,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
50508,AYACUCHO,LA MAR,TAMBO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50206,AYACUCHO,CANGALLO,TOTOS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
50114,AYACUCHO,HUAMANGA,VINCHOS,PEAYP,DIST. NACIONAL,1,2,LIM - AYP,ALEJADO
51108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,PEAYP,DIST. NACIONAL,2,3,LIM - AYP,ALEJADO
61302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60402,CAJAMARCA,CHOTA,ANGUIA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60102,CAJAMARCA,CAJAMARCA,ASUNCION,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60802,CAJAMARCA,JAEN,BELLAVISTA,PEJAE,DIST. NACIONAL,-,2,LIM - AQP,ALEJADO
61102,CAJAMARCA,SAN MIGUEL,BOLIVAR,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60202,CAJAMARCA,CAJABAMBA,CACHACHI,PECJA,DIST. NACIONAL,3,4,LIM - CHM,ALEJADO
60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,PECJA,DIST. NACIONAL,3,4,LIM - HNV,ALEJADO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,PECJA,DIST. NACIONAL,1,2,LIM - CHM,ALEJADO
60602,CAJAMARCA,CUTERVO,CALLAYUC,PEJAE,DIST. NACIONAL,4,5,LIM - HNV,ALEJADO
61103,CAJAMARCA,SAN MIGUEL,CALQUIS,PECJA,DIST. NACIONAL,4,5,LIM - PCL,URBANO
61303,CAJAMARCA,SANTA CRUZ,CATACHE,PECJA,DIST. NACIONAL,5,6,LIM - PIU,ALEJADO
61104,CAJAMARCA,SAN MIGUEL,CATILLUC,PECJA,DIST. NACIONAL,4,5,LIM -CNT,ALEJADO
60301,CAJAMARCA,CELENDIN,CELENDIN,PEJAE,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
60403,CAJAMARCA,CHOTA,CHADIN,PECJA,DIST. NACIONAL,4,5,LIM - ABA,ALEJADO
60419,CAJAMARCA,CHOTA,CHALAMARCA,PECJA,DIST. NACIONAL,4,5,LIM - PIU,ALEJADO
61002,CAJAMARCA,SAN MARCOS,CHANCAY,PECJA,DIST. NACIONAL,4,5,LIM - HYO,ALEJADO
61304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,PECJA,DIST. NACIONAL,5,6,LIM - HRL,ALEJADO
60103,CAJAMARCA,CAJAMARCA,CHETILLA,PECJA,DIST. NACIONAL,2,3,LIM - TRU,ALEJADO
60404,CAJAMARCA,CHOTA,CHIGUIRIP,PECJA,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
60502,CAJAMARCA,CONTUMAZA,CHILETE,PECJA,DIST. NACIONAL,3,4,LIM - AYP,ALEJADO
60405,CAJAMARCA,CHOTA,CHIMBAN,PECJA,DIST. NACIONAL,4,5,LIM - TRU,ALEJADO
60902,CAJAMARCA,SAN IGNACIO,CHIRINOS,PEJAE,DIST. NACIONAL,-,4,LIM - JAE - CHA,ALEJADO
60803,CAJAMARCA,JAEN,CHONTALI,PEJAE,DIST. NACIONAL,-,3,LIM - LME,ALEJADO
60406,CAJAMARCA,CHOTA,CHOROPAMPA,PECJA,DIST. NACIONAL,4,5,LIM - HUU,ALEJADO
60603,CAJAMARCA,CUTERVO,CHOROS,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60401,CAJAMARCA,CHOTA,CHOTA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60702,CAJAMARCA,HUALGAYOC,CHUGUR,PECJA,DIST. NACIONAL,4,5,LIM - TRU,ALEJADO
60302,CAJAMARCA,CELENDIN,CHUMUCH,PECJA,DIST. NACIONAL,5,6,LIM - AYP,ALEJADO
60407,CAJAMARCA,CHOTA,COCHABAMBA,PECJA,DIST. NACIONAL,4,5,LIM - HRZ,ALEJADO
60804,CAJAMARCA,JAEN,COLASAY,PEJAE,DIST. NACIONAL,-,3,LIM - PIU - PAI,ALEJADO
60408,CAJAMARCA,CHOTA,CONCHAN,PECJA,DIST. NACIONAL,4,5,LIM - HUU,ALEJADO
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,PECJA,DIST. NACIONAL,3,4,LIM - CHM,ALEJADO
60501,CAJAMARCA,CONTUMAZA,CONTUMAZA,PECJA,DIST. NACIONAL,3,4,LIM - PCL,ALEJADO
60303,CAJAMARCA,CELENDIN,CORTEGANA,PECJA,DIST. NACIONAL,5,6,LIM - TBP,ALEJADO
60104,CAJAMARCA,CAJAMARCA,COSPAN,PECJA,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
60604,CAJAMARCA,CUTERVO,CUJILLO,PEJAE,DIST. NACIONAL,4,5,LIM - JAE - BGR,ALEJADO
60503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,PECJA,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
60601,CAJAMARCA,CUTERVO,CUTERVO,PEJAE,DIST. NACIONAL,3,4,LIM - CUZ,ALEJADO
61003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,PECJA,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
61105,CAJAMARCA,SAN MIGUEL,EL PRADO,PECJA,DIST. NACIONAL,4,5,LIM - TPP,ALEJADO
60105,CAJAMARCA,CAJAMARCA,ENCAÑADA,PECJA,DIST. NACIONAL,2,3,LIM - IQT,ALEJADO
61004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,PECJA,DIST. NACIONAL,4,5,LIM - JAE - CHA,ALEJADO
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,PECJA,DIST. NACIONAL,3,4,LIM - CHM,ALEJADO
60805,CAJAMARCA,JAEN,HUABAL,PEJAE,DIST. NACIONAL,-,3,LIM - HUU,ALEJADO
60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,PECJA,DIST. NACIONAL,4,5,LIM - JUL,ALEJADO
60409,CAJAMARCA,CHOTA,HUAMBOS,PECJA,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
60903,CAJAMARCA,SAN IGNACIO,HUARANGO,PEJAE,DIST. NACIONAL,-,4,LIM - TRU,ALEJADO
60304,CAJAMARCA,CELENDIN,HUASMIN,PECJA,DIST. NACIONAL,5,6,LIM - HYO,ALEJADO
61005,CAJAMARCA,SAN MARCOS,ICHOCAN,PECJA,DIST. NACIONAL,4,5,LIM - ICA,URBANO
60801,CAJAMARCA,JAEN,JAEN,PEJAE,DIST. NACIONAL,-,2,LIM - AQP,URBANO
60106,CAJAMARCA,CAJAMARCA,JESUS,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,PECJA,DIST. NACIONAL,5,6,LIM - HUU,ALEJADO
60306,CAJAMARCA,CELENDIN,JOSE GALVEZ,PECJA,DIST. NACIONAL,5,6,LIM - JUL,ALEJADO
61006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,PECJA,DIST. NACIONAL,4,5,LIM - AQP,URBANO
61007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,PECJA,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
60904,CAJAMARCA,SAN IGNACIO,LA COIPA,PEJAE,DIST. NACIONAL,-,4,LIM - JAE,ALEJADO
61305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
61106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60605,CAJAMARCA,CUTERVO,LA RAMADA,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60410,CAJAMARCA,CHOTA,LAJAS,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60806,CAJAMARCA,JAEN,LAS PIRIAS,PEJAE,DIST. NACIONAL,-,3,LIM - JAE,ALEJADO
60107,CAJAMARCA,CAJAMARCA,LLACANORA,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60411,CAJAMARCA,CHOTA,LLAMA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61107,CAJAMARCA,SAN MIGUEL,LLAPA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60109,CAJAMARCA,CAJAMARCA,MAGDALENA,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60110,CAJAMARCA,CAJAMARCA,MATARA,PECJA,DIST. NACIONAL,2,3,LIM - CJA,ALEJADO
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60412,CAJAMARCA,CHOTA,MIRACOSTA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,PEJAE,DIST. NACIONAL,-,4,LIM - HRZ,ALEJADO
60111,CAJAMARCA,CAJAMARCA,NAMORA,PECJA,DIST. NACIONAL,2,3,LIM - JAE,ALEJADO
61108,CAJAMARCA,SAN MIGUEL,NANCHOC,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61109,CAJAMARCA,SAN MIGUEL,NIEPOS,PECJA,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,PECJA,DIST. NACIONAL,5,6,LIM - JAE - BGR,ALEJADO
60308,CAJAMARCA,CELENDIN,OXAMARCA,PECJA,DIST. NACIONAL,5,6,LIM - TRU,ALEJADO
60413,CAJAMARCA,CHOTA,PACCHA,PECJA,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,PECJA,DIST. NACIONAL,4,5,LIM - IQT,ALEJADO
60606,CAJAMARCA,CUTERVO,PIMPINGOS,PEJAE,DIST. NACIONAL,4,5,LIM - CIX,ALEJADO
60414,CAJAMARCA,CHOTA,PION,PECJA,DIST. NACIONAL,4,5,LIM - TPP,ALEJADO
60807,CAJAMARCA,JAEN,POMAHUACA,PEJAE,DIST. NACIONAL,-,3,LIM - HNV,ALEJADO
60808,CAJAMARCA,JAEN,PUCARA,PEJAE,DIST. NACIONAL,-,3,LIM - HYO,ALEJADO
61307,CAJAMARCA,SANTA CRUZ,PULAN,PECJA,DIST. NACIONAL,5,6,LIM - IQT,ALEJADO
60607,CAJAMARCA,CUTERVO,QUEROCOTILLO,PEJAE,DIST. NACIONAL,4,5,LIM - AYP,ALEJADO
60415,CAJAMARCA,CHOTA,QUEROCOTO,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60809,CAJAMARCA,JAEN,SALLIQUE,PEJAE,DIST. NACIONAL,-,3,LIM - JAE,ALEJADO
60608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60505,CAJAMARCA,CONTUMAZA,SAN BENITO,PECJA,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60810,CAJAMARCA,JAEN,SAN FELIPE,PEJAE,DIST. NACIONAL,-,3,LIM - JAE,ALEJADO
61110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PECJA,DIST. NACIONAL,-,3,LIM - JAE,ALEJADO
60906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,PEJAE,DIST. NACIONAL,-,4,LIM - JAE,ALEJADO
